,adjusted_yards_per_attempt,assists_on_tackles,completed_passes,extra_points_made,field_goals_made,fumbles_forced,fumbles_recovered,fumbles_recovered_for_touchdown,games,height,interceptions,interceptions_returned_for_touchdown,interceptions_thrown,kickoff_return_touchdowns,name,other_touchdowns,pass_attempts,passes_defended,passing_completion,passing_touchdowns,passing_yards,passing_yards_per_attempt,player_id,plays_from_scrimmage,points,position,punt_return_touchdowns,quarterback_rating,receiving_touchdowns,receiving_yards,receiving_yards_per_reception,receptions,rush_attempts,rush_touchdowns,rush_yards,rush_yards_per_attempt,rushing_and_receiving_touchdowns,sacks,safeties,season,solo_tackles,tackles_for_loss,team_abbreviation,total_tackles,total_touchdowns,two_point_conversions,weight,yards_from_scrimmage,yards_from_scrimmage_per_play,yards_recovered_from_fumble,yards_returned_from_interceptions,yards_returned_per_interception,year
Career,6.1,,203,,,,,,,,,,9,,Jerad Romo,,367,,55.3,13,2380,6.5,jerad-romo-1,192,48,QB,,116.6,1,19,9.5,2,190,7,608,3.2,8,,,Career,,,SMU,,8,,,627,3.3,,,,
Career,,,,,,,,,,,,,,,Ashton Nixon,,,,,,,,ashton-nixon-1,5,,QB,,,,,,,5,0,22,4.4,0,,,Career,,,SMU,,,,,22,4.4,,,,
Career,7.1,0.0,603,,,,,,,,,,29,,Adam Tafralis,,1027,,58.7,52,7548,7.3,adam-tafralis-1,251,54,QB,,131.5,0.0,26.0,6.5,4.0,247,9,563,2.3,9,0.0,,Career,4.0,0.0,San Jose State,4.0,9,,,589,2.3,,,,
Career,7.0,0.0,155,,,,,,,,,,11,,Xavier Lee,,302,,51.3,15,2323,7.7,xavier-lee-1,80,30,QB,,125.0,,,,,80,5,217,2.7,5,0.0,,Career,1.0,0.0,Florida State,1.0,5,,,217,2.7,,,,
Career,4.5,,196,,,,,,,,,,14,,Chris Crane,,347,,56.5,11,1984,5.7,chris-crane-1,97,54,QB,,106.9,,,,,97,9,232,2.4,9,,,Career,,,Boston College,,9,,,232,2.4,,,,
Career,7.0,0.0,518,,,,,,,,,,20,,Cullen Harper,,815,,63.6,42,5762,7.1,cullen-harper-1,131,32,QB,,135.0,,,,,131,5,-213,-1.6,5,0.0,,Career,2.0,0.0,Clemson,2.0,5,1.0,,-213,-1.6,,,,
Career,4.5,2.0,370.0,,,,,,,,,,29.0,,Daniel Evans,,681.0,,54.3,19.0,4004.0,5.9,daniel-evans-1,76,8,QB,,104.4,,,,,76,1,-142,-1.9,1,0.0,,Career,2.0,0.0,North Carolina State,4.0,1,1.0,,-142,-1.9,,,,
Career,0.0,,0,,,,,,,,,,0,,Allan Holland,,1,,0.0,0,0,0.0,allan-holland-1,1,,QB,,0.0,,,,,1,0,6,6.0,0,,,Career,,,Wake Forest,,,,,6,6.0,,,,
Career,5.4,,11,,,,,,,,,,1,,Cory Holt,,25,,44.0,2,141,5.6,cory-holt-1,12,,QB,,109.8,,,,,12,0,0,0.0,0,,,Career,,,Virginia Tech,,,,,0,0.0,,,,
Career,3.9,0.0,98,0.0,0.0,,0.0,0.0,,,0.0,0.0,18,0.0,Kirby Freeman,0.0,210,,46.7,13,1360,6.5,kirby-freeman-1,73,6,QB,0.0,104.4,0.0,0.0,,0.0,73,1,197,2.7,1,0.0,0.0,Career,2.0,0.0,Overall,2.0,1,0.0,,197,2.7,0.0,0.0,,
Career,5.5,0.0,277,,,,,,,,0.0,0.0,17,,Taylor Bennett,,589,,47.0,15,3677,6.2,taylor-bennett-1,76,30,QB,,102.1,1.0,17.0,17.0,1.0,75,4,28,0.4,5,0.0,,Career,2.0,0.0,Overall,2.0,5,,,45,0.6,,0.0,,
Career,2.7,,123,,,,,,,,,,14,,Zack Asack,,250,,49.2,7,1168,4.7,zack-asack-1,144,26,QB,,86.5,,,,,144,4,290,2.0,4,,,Career,,,Duke,,4,1.0,,290,2.0,,,,
Career,3.3,0.0,120,0.0,0.0,,0.0,0.0,,,0.0,0.0,17,0.0,Harrison Beck,0.0,250,,48.0,4,1516,6.1,harrison-beck-1,19,6,QB,0.0,90.6,0.0,0.0,,0.0,19,1,-49,-2.6,1,0.0,0.0,Career,1.0,0.0,Overall,1.0,1,0.0,,-49,-2.6,0.0,0.0,,
Career,7.9,2.0,1094,,,,,,,,,,41,,Chase Daniel,,1609,,68.0,101,12515,7.8,chase-daniel-1,364,62,QB,,148.9,,,,,364,10,970,2.7,10,0.0,,Career,1.0,0.0,Missouri,3.0,10,1.0,,970,2.7,,,,
Career,5.8,,178,0.0,0.0,,,,,,,,12,0.0,Allan Evridge,0.0,357,,49.9,11,2380,6.7,allan-evridge-1,127,32,QB,0.0,109.3,0,-19,,0,127,5,204,1.6,5,,0.0,Career,,,Overall,,5,1,,185,1.5,,,,
Career,8.4,,1403,,,,,,,,,,34,,Graham Harrell,,2011,,69.8,134,15793,7.9,graham-harrell-1,114,78,QB,,154.3,0.0,-1.0,-1.0,1.0,113,12,-182,-1.6,12,,,Career,,,Texas Tech,,12,3.0,,-183,-1.6,,,,
Career,3.3,,2,,,,,,,,,,0,,Ryan Rowland,,4,,50.0,0,13,3.3,ryan-rowland-1,1,,QB,,77.3,,,,,1.0,0.0,14.0,14.0,0,,,Career,,,Texas Tech,,,,,14,14.0,,,,
Career,5.7,,167,,,,,,,,,,10,,Rhett Bomar,,308,,54.2,10,2018,6.6,rhett-bomar-1,89,24,QB,,113.5,,,,,89,4,184,2.1,4,,,Career,,,Oklahoma,,4,,,184,2.1,,,,
Career,6.7,0.0,485,,,,,,,,,,13,,Stephen McGee,,815,,59.5,28,5475,6.7,stephen-mcgee-1,388,76,QB,,124.1,0.0,12.0,12.0,1.0,387,11,1750,4.5,11,0.0,,Career,4.0,0.0,Texas A&M,4.0,11,5.0,,1762,4.5,,,,
Career,7.0,1.0,226,,,,,,,,,,16,,Bobby Reid,,424,,53.3,27,3143,7.4,bobby-reid-1,205,32,QB,,129.0,0.0,29.0,4.8,6.0,199,5,654,3.3,5,0.0,,Career,1.0,0.0,Oklahoma State,2.0,5,1.0,,683,3.3,,,,
Career,7.8,0.0,507,,,,,,,,,,23,,Pat White,,783,,64.8,56,6049,7.7,pat-white-1,684,286,QB,,147.4,,,,,684,47,4480,6.5,47,0.0,,Career,2.0,0.0,West Virginia,2.0,47,2.0,,4480,6.5,,,,
Career,9.5,,2,,,,,,,,,,0,,J.R. House,,4,,50.0,0,38,9.5,jr-house-1,2,,QB,,129.8,,,,,2,0,16,8.0,0,,,Career,,,West Virginia,,,,,16,8.0,,,,
Career,6.4,0.0,313,,,,,,,,,,23,,Hunter Cantwell,,534,,58.6,26,3912,7.3,hunter-cantwell-1,56,8,QB,,127.6,,,,,56.0,1.0,-183.0,-3.3,1,0.0,,Career,1.0,0.0,Louisville,1.0,1,1.0,,-183,-3.3,,,,
Career,7.3,1.0,661,,,,,,,,,,49,,Mike Teel,,1142,,57.9,59,9383,8.2,mike-teel-1,57,16,QB,,135.4,0.0,0.0,0.0,1.0,56,2,-210,-3.8,2,0.0,,Career,1.0,0.0,Rutgers,2.0,2,2.0,,-210,-3.7,,,,
Career,1.9,2,11,,,,,,,,,,2,,Carlton Hill,,24,,45.8,0,135,5.6,carlton-hill-1,31,6,QB,,76.4,0,19,6.3,3,28,1,94,3.4,1,0.0,,Career,4,0.0,South Florida,6,1,,,113,3.6,,,,
Career,16.0,,1.0,,,,,,,,,,0.0,,Anthony Severino,,3.0,,33.3,1.0,28.0,9.3,anthony-severino-1,2,,QB,,221.7,,,,,2,0,3,1.5,0,,,Career,,,South Florida,,,,,3,1.5,,,,
Career,7.5,0.0,418,,,,,,,,,,18,,Bill Stull,,681,,61.4,32,5252,7.7,bill-stull-1,75,22,QB,,136.4,0.0,23.0,23.0,1.0,74.0,3.0,-188.0,-2.5,3,0.0,,Career,1.0,0.0,Pitt,1.0,3,2.0,,-165,-2.2,,,,
Career,4.7,0.0,33,,,,,,,,,,2,,Dennis Brown,,66,,50.0,3,341,5.2,dennis-brown-1,27,,QB,,102.3,,,,,27.0,0.0,-33.0,-1.2,0,0.0,,Career,1.0,0.0,Connecticut,1.0,,,,-33,-1.2,,,,
Career,,,,,,,,,,,,,,,Shane Fogarty,,,,,,,,shane-fogarty-1,1,,QB,,,,,,,1,0,-2,-2.0,0,,,Career,,,Connecticut,,,,,-2,-2.0,,,,
Career,6.1,1.0,388,,,,,,,,,,25,,Dustin Grutza,,646,,60.1,29,4476,6.9,dustin-grutza-1,224,28,QB,,125.3,0.0,15.0,15.0,1.0,223,4,369,1.7,4,0.0,,Career,0.0,0.0,Cincinnati,1.0,4,2.0,,384,1.7,,,,
Career,8.7,1.0,96,,,,,,,,,,5,,Nick Davila,,163,,58.9,12,1401,8.6,nick-davila-1,32,12,QB,,149.3,,,,,32,1,-14,-0.4,1,0.0,,Career,1.0,0.0,Cincinnati,2.0,1,3,,-14,-0.4,,,,
Career,0.0,,0,,,,,,,,,,0,,Matt Hale,,2,,0.0,0,0,0.0,matt-hale-1,1,,QB,,0.0,,,,,1,0,-12,-12.0,0,,,Career,,,Syracuse,,,,,-12,-12.0,,,,
Career,7.4,,255,,,,,,,,,,16,,Todd Boeckman,,402,,63.4,31,3085,7.7,todd-boeckman-1,84,6,QB,,145.4,0.0,-13.0,-13.0,1.0,83.0,1.0,85.0,1.0,1,,,Career,,,Ohio State,,1,,,72,0.9,,,,
Career,4.5,,1,,,,,,,,,,0,,Cy Phillips,,2,,50.0,0,9,4.5,cy-phillips-1,,,QB,,87.8,,,,,,,,,,,,Career,,,Iowa,,,,,,,,,,
Career,0.0,,0,,,,,,,,,,0,,Jeff Kastl,,1,,0.0,0,0,0.0,jeff-kastl-1,1,,QB,,0.0,,,,,1,0,0,0.0,0,,,Career,,,Michigan,,,,,0,0.0,,,,
Career,5.7,0.0,664,,,,,,,,,,43,,C.J. Bacher,,1105,,60.1,43,7319,6.6,cj-bacher-1,199,50,QB,,120.8,0.0,25.0,25.0,1.0,198,8,252,1.3,8,0.0,,Career,2.0,0.0,Northwestern,2.0,8,1.0,,277,1.4,,,,
Career,6.0,,1.0,,,,,,,,,,0.0,,Mike Maciejowski,,3.0,,33.3,0.0,18.0,6.0,mike-maciejowski-1,4,2,QB,,83.7,,,,,4.0,0.0,18.0,4.5,0,,,Career,,,Minnesota,,0,1.0,,18,4.5,,,,
Career,6.3,0.0,987,,,,,,,,,,46,,Curtis Painter,,1648,,59.9,67,11163,6.8,curtis-painter-1,226,80,QB,,124.6,0.0,19.0,19.0,1.0,225,13,348,1.5,13,0.0,,Career,4.0,0.0,Purdue,4.0,13,1.0,,367,1.6,,,,
Career,6.5,2.0,500,,,,,,,,,,23,,Brian Hoyer,,896,,55.8,35,6159,6.9,brian-hoyer-1,106,14,QB,,121.3,0.0,24.0,24.0,1.0,105,2,-229,-2.2,2,0.0,,Career,2.0,0.0,Michigan State,4.0,2,1.0,,-205,-1.9,,,,
Career,3.2,,17.0,0.0,0.0,,,,,,,,3.0,0.0,Domenic Natale,0.0,36.0,,47.2,0.0,249.0,6.9,domenic-natale-1,18,6,QB,0.0,88.7,0.0,0.0,,0.0,18,1,-29,-1.6,1,,0.0,Career,,,Overall,,1,0.0,,-29,-1.6,,,,
Career,,,,,,,,,,,,,,,M. Pruchnicki,,,,,,,,m-pruchnicki-1,1,,QB,,,0,0,,0,1,0,-3,-3.0,0,,,Career,,,Michigan State,,,,,-3,-3.0,,,,
Career,6.1,1.0,240,,,,,,,,,,9,,Will Hudgens,,430,,55.8,18,2681,6.2,will-hudgens-1,77,26,QB,,117.8,0.0,29.0,14.5,2.0,75,4,65,0.9,4,0.0,,Career,0.0,0.0,Memphis,1.0,4,1.0,,94,1.2,,,,
Career,-3.9,1.0,2,,,,,,,,,,1,,Patrick Byrne,,7,,28.6,0,18,2.6,patrick-byrne-1,2,,QB,,21.6,,,,,2,0,-2,-1.0,0,0.0,,Career,0.0,0.0,Memphis,1.0,,,,-2,-1.0,,,,
Career,2.9,,2,,,,,,,,,,0,,Derek Devine,,8,,25.0,0,23,2.9,derek-devine-1,1,,QB,,49.2,,,,,1.0,0.0,18.0,18.0,0,,,Career,,,Marshall,,,,,18,18.0,,,,
Career,10.0,3.0,299,,,,,,,,1.0,,19,,David Johnson,,463,,64.6,48,4531,9.8,david-johnson-3,108,26,QB,,172.8,,,,,108,4,232,2.1,4,0.0,,Career,2.0,0.5,Tulsa,5.0,4,1.0,,232,2.1,,0.0,0.0,
Career,3.7,0.0,116,,,,,,,,,,11,,Scott Elliott,,235,,49.4,6,1247,5.3,scott-elliott-1,29,,QB,,93.0,,,,,29,0,-59,-2.0,0,0.0,,Career,2.0,0.0,Tulane,2.0,,,,-59,-2.0,,,,
Career,7.4,0.0,832,,,,,,,,,,34,,Chase Clement,,1387,,60.0,99,9785,7.1,chase-clement-2,472,162,QB,,137.9,1.0,22.0,11.0,2.0,470,25,1741,3.7,26,0.0,,Career,2.0,0.0,Rice,2.0,26,3.0,,1763,3.7,,,,
Career,4.7,1.0,195,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,18,0.0,David Wolke,0.0,359,0.0,54.3,13,2228,6.2,david-wolke-1,170,48,QB,0.0,108.4,0.0,0.0,,0.0,170,8,682,4.0,8,0.0,0.0,Career,1.0,0.0,Overall,2.0,8,0.0,,682,4.0,0.0,0.0,,
Career,16.0,,1,,,,,,,,,,0,,Marty Mooney,,1,,100.0,0,16,16.0,marty-mooney-1,,,QB,,234.4,,,,,,,,,,,,Career,,,Notre Dame,,,,,,,,,,
Career,3.6,,28.0,,,,,,,,,,5.0,0.0,Brian Hampton,,66.0,,42.4,3.0,401.0,6.1,brian-hampton-1,190,72,QB,,93.3,,,,,190.0,12.0,806.0,4.2,12,,,Career,,,Navy,,12,,,806,4.2,,,,
Career,-45.0,,0,,,,,,,,,,1,,Jarrod Bryant,,1,,0.0,0,0,0.0,jarrod-bryant-1,3,,QB,,-200.0,0,0,,0,3,0,26,8.7,0,,,Career,,,Navy,,,,,26,8.7,,,,
Career,,0.0,,,,,,,,,,,,,Troy Goss,,,,,,,,troy-goss-1,9,,QB,,,,,,,9,0,42,4.7,0,0.0,,Career,1.0,0.0,Navy,1.0,,,,42,4.7,,,,
Career,,,,,,,,,,,,,,,Joe Taylor,,,,,,,,joe-taylor-1,1,,QB,,,,,,,1,0,9,9.0,0,,,Career,,,Navy,,,,,9,9.0,,,,
Career,2.5,0.0,144,,,,,,,,,,18,,David Pevoto,,263,,54.8,6,1346,5.1,david-pevoto-1,44,6,QB,,91.6,,,,,44,1,-30,-0.7,1,0.0,,Career,4.0,0.0,Army,4.0,1,,,-30,-0.7,,,,
Career,3.9,,24,,,,,,,,,,0,,Joe Desanzo,,54,,44.4,0,212,3.9,joe-desanzo-1,26,,QB,,77.4,,,,,26,0,2,0.1,0,,,Career,,,Temple,,,,,2,0.1,,,,
Career,7.4,,10,,,,,,,,,,0,,Colin Clancy,,19,,52.6,1,121,6.4,colin-clancy-1,7,,QB,,123.5,,,,,7,0,-19,-2.7,0,,,Career,,,Temple,,,,,-19,-2.7,,,,
Career,3.0,,2,,,,,,,,,,0,,Shane Kelly,,6,,33.3,0,18,3.0,shane-kelly-1,2,,QB,,58.5,,,,,2,0,-7,-3.5,0,,,Career,,,Temple,,,,,-7,-3.5,,,,
Career,5.3,0,3,,,,,,,,,,0,,John Ferguson,,9,,33.3,0,48,5.3,john-ferguson-1,1,,QB,,78.1,,,,,1,0,2,2.0,0,0.0,,Career,1,0.0,Akron,1,,,,2,2.0,,,,
Career,6.1,,202,,,,,,,,,,9,0.0,Anthony Turner,,345,,58.6,17,2157,6.3,anthony-turner-1,437,142,QB,,122.1,1.0,422.0,8.8,48.0,389,22,1569,4.0,23,,,Career,,,Bowling Green State,,23,2.0,,1991,4.6,,,,
Career,,15,,,,0,0,0,,,,,,,Peter Winovich,,,0,,,,,peter-winovich-1,,,QB,,,,,,,,,,,,0.0,,Career,4,1.0,Bowling Green State,19,,,,,,0,,,
Career,4.6,1.0,25,,,,,,,,,,1,,Brandon Jones,,68,,36.8,2,317,4.7,brandon-jones-2,17,2,QB,,82.7,,,,,17.0,0.0,-67.0,-3.9,0,0.0,,Career,0.0,0.0,Ohio,1.0,0,1.0,,-67,-3.9,,,,
Career,3.7,,3,,,,,,,,,,0,,Mark Petruziello,,7,,42.9,0,26,3.7,mark-petruziello-1,2,,QB,,74.1,,,,,2,0,4,2.0,0,,,Career,,,Ohio,,,,,4,2.0,,,,
Career,6.4,,849,,,,,,,,,,30,,Drew Willy,,1322,,64.2,52,8748,6.6,drew-willy-1,276,46,QB,,128.2,0.0,-17.0,-17.0,1.0,275,7,-193,-0.7,7,,,Career,,,Buffalo,,7,2.0,,-210,-0.8,,,,
Career,4.6,,64,,,,,,,,,,6,,Tony Paoli,,117,,54.7,2,769,6.6,tony-paoli-1,30,,QB,,105.3,,,,,30,0,2,0.1,0,,,Career,,,Buffalo,,,,,2,0.1,,,,
Career,3.6,1.0,239,,,,0.0,0.0,,,0.0,0.0,25,,Michael Machen,,447,,53.5,12,2500,5.6,michael-machen-1,75,,QB,,98.1,0.0,0.0,,0.0,75,0,-115,-1.5,0,0.0,,Career,0.0,0.0,Overall,1.0,,,,-115,-1.5,0.0,0.0,,
Career,2.2,,88,,,,,,,,,,9,,Jon Brown,,159,,55.3,3,689,4.3,jon-brown-1,26,,QB,,86.7,,,,,26,0,-116,-4.5,0,,,Career,,,Kent State,,,,,-116,-4.5,,,,
Career,5.1,,161,,,,,,,,,,9,,Clint Cochran,,273,,59.0,8,1630,6.0,clint-cochran-1,49,22,QB,,112.2,,,,,49,3,-178,-3.6,3,,,Career,,,Toledo,,3,2.0,,-178,-3.6,,,,
Career,5.5,,312,,,,,,,,,,25,,Dan Nicholson,,527,,59.2,23,3559,6.8,dan-nicholson-1,70,12,QB,,120.8,,,,,70,2,-186,-2.7,2,,,Career,,,Northern Illinois,,2,,,-186,-2.7,,,,
Career,7.1,0.0,1013,,,,,,,,,,41,,Tim Hiller,,1608,,63.0,99,11329,7.0,tim-hiller-1,165,32,QB,,137.4,0.0,-5.0,,0.0,165,4,-109,-0.7,4,0.0,,Career,4.0,0.0,Western Michigan,4.0,4,4.0,,-114,-0.7,,,,
Career,,,,,,,,,,,,,,,Dennis Reedy,,,,,,,,dennis-reedy-1,1,,QB,,,,,,,1,0,2,2.0,0,,,Career,,,Western Michigan,,,,,2,2.0,,,,
Career,8.9,,98,,,,,,,,,,3,,Brian Brunner,,156,,62.8,8,1371,8.8,brian-brunner-1,46,18,QB,,149.7,,,,,46.0,3.0,101.0,2.2,3,,,Career,,,Central Michigan,,3,,,101,2.2,,,,
Career,4.2,0.0,56,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,5,0.0,Tanner Justice,0.0,111,0.0,50.5,2,648,5.8,tanner-justice-1,40,6,QB,0.0,96.4,0.0,0.0,,0.0,40,1,43,1.1,1,0.0,0.0,Career,2.0,0.0,Ball State,2.0,1,0.0,,43,1.1,0.0,0.0,,
Career,3.0,0.0,115,,,,,,,,,,11,,Tyler Jones,,206,,55.8,6,999,4.8,tyler-jones-1,322,84,QB,,95.5,9.0,1105.0,10.3,107.0,215,5,741,3.4,14,0.0,,Career,3.0,0.0,Eastern Michigan,3.0,14,,,1846,5.7,,,,
Career,,32,,,,1.0,0.0,0.0,,,1,0,,,Blake Smith,,,4.0,,,,,blake-smith-2,,,QB,,,,,,,,,,,,0.0,,Career,40,1.5,Eastern Michigan,72,,,,,,0.0,0,0.0,
Career,5.1,,6,,,,,,,,,,0,,Chad Huffman,,9,,66.7,0,46,5.1,chad-huffman-1,11,6,QB,,109.6,,,,,11,1,84,7.6,1,,,Career,,,Texas Christian,,1,,,84,7.6,,,,
Career,5.8,,143,,,,,,,,,,9,,Chris Nelson,,276,,51.8,13,1754,6.4,chris-nelson-1,77,12,QB,,114.2,,,,,77,2,28,0.4,2,,,Career,,,New Mexico,,2,,,28,0.4,,,,
Career,4.3,0.0,20,,,,,,,,,,2,,Bryan Clampitt,,33,,60.6,2,193,5.8,bryan-clampitt-1,7,,QB,,117.6,,,,,7.0,0.0,6.0,0.9,0,0.0,,Career,1.0,0.0,New Mexico,1.0,,,,6,0.9,,,,
Career,7.6,,276,,,,,,,,,,11,,Brett Ratliff,,468,,59.0,31,3438,7.3,brett-ratliff-1,121,16,QB,,137.8,0.0,22.0,22.0,1.0,120,2,361,3.0,2,,,Career,,,Utah,,2,2,,383,3.2,,,,
Career,,,,,,,,,,,,,,,Lucas Ewing,,,,,,,,lucas-ewing-1,2,,QB,,,,,,,2,0,6,3.0,0,,,Career,,,Air Force,,,,,6,3.0,,,,
Career,4.0,,124,,,,,,,6-0,,,12,,Jarrod Jackson,,228,,54.4,6,1321,5.8,jarrod-jackson-1,62,,QB,,101.2,0,15,15.0,1,61,0,-95,-1.6,0,,,Career,,,UNLV,,,,185,-80,-1.3,,,,
Career,4.8,1.0,3,,,,,,,,,,1,,Michael McDonald,,4,,75.0,2,24,6.0,michael-mcdonald-1,1,,QB,,240.4,,,,,1.0,0.0,-11.0,-11.0,0,0.0,,Career,0.0,0.0,USC,1.0,,,,-11,-11.0,,,,
Career,4.6,0.0,168,,,,,,,,,,9,,Brady Leaf,,309,,54.4,9,1660,5.4,brady-leaf-1,66,10,QB,,103.3,,,,,66,1,14,0.2,1,0.0,,Career,1.0,0.0,Oregon,1.0,1,2.0,,14,0.2,,,,
Career,2.0,,1,,,,,,,,,,0,,Kyle Bennett,,2,,50.0,0,4,2.0,kyle-bennett-1,,,QB,,66.8,,,,,,,,,,,,Career,,,Oregon,,,,,,,,,,
Career,5.9,0.0,152,,,,,,,,,,11,,Ben Olson,,275,,55.3,12,1873,6.8,ben-olson-1,40,,QB,,118.9,,,,,40.0,0.0,-131.0,-3.3,0,0.0,,Career,2.0,0.0,UCLA,2.0,,,,-131,-3.3,,,,
Career,5.6,,136,,,,,,,,,,15,,Joe Ayoob,,280,,48.6,16,1912,6.8,joe-ayoob-1,63,44,QB,,114.1,1.0,21.0,21.0,1.0,62,6,58,0.9,7,,,Career,,,California,,7,1.0,,79,1.3,,,,
Career,6.8,0.0,558,,,,,,,,,,31,,Nate Longshore,,936,,59.6,51,6783,7.2,nate-longshore-1,57,24,QB,,131.8,,,,,57,4,-179,-3.1,4,0.0,,Career,1.0,0.0,California,1.0,4,,,-179,-3.1,,,,
Career,8.0,0.0,799,,,,,,,,,,35,,Rudy Carpenter,,1309,,61.0,81,10491,8.0,rudy-carpenter-1,274,18,QB,,143.4,0.0,-14.0,-4.7,3.0,271,2,-295,-1.1,2,0.0,,Career,1.0,0.0,Arizona State,1.0,2,3.0,,-309,-1.1,,,,
Career,7.2,0.0,786,,,,,,,,,,31,,Willie Tuitama,,1276,,61.6,67,9211,7.2,willie-tuitama-1,154,34,QB,,134.7,,,,,154,5,-484,-3.1,5,0.0,,Career,6.0,0.0,Arizona,6.0,5,2.0,,-484,-3.1,,,,
Career,2.8,,55,,,,,,,,,,6,,Adam Austin,,116,,47.4,2,549,4.7,adam-austin-1,15,6,QB,,82.5,,,,,15,1,-78,-5.2,1,,,Career,,,Arizona,,1,,,-78,-5.2,,,,
Career,3.2,0.0,58,,,,,,,,,,7,,Gary Rogers,,120,,48.3,5,596,5.0,gary-rogers-1,24,6,QB,,92.1,,,,,24.0,1.0,47.0,2.0,1,0.0,,Career,2.0,1.0,Washington State,2.0,1,,,47,2.0,,,,
Career,2.4,,29,,,,,,,,,,4,,Johnny Durocher,,71,,40.8,3,291,4.1,johnny-durocher-1,7,,QB,,77.9,,,,,7,0,-32,-4.6,0,,,Career,,,Washington,,,,,-32,-4.6,,,,
Career,3.0,,2,,,,,,,,,,0,,Blake Barnes,,3,,66.7,0,9,3.0,blake-barnes-1,,,QB,,91.9,,,,,,,,,,,,Career,,,Georgia,,,,,,,,,,
Career,2.9,,7,0.0,0.0,,,,,,,,1,0.0,Josh Portis,0.0,14,,50.0,0,85,6.1,josh-portis-1,60,6,QB,0.0,86.7,0.0,0.0,,0.0,60,1,349,5.8,1,,0.0,Career,,,Overall,,1,0.0,,349,5.8,,,,
Career,5.6,0.0,284,,,,,,,,,,21,,Chris Nickson,,541,,52.5,29,3406,6.3,chris-nickson-1,348,102,QB,,115.3,0.0,10.0,10.0,1.0,347,17,1463,4.2,17,0.0,,Career,3.0,0.0,Vanderbilt,3.0,17,,,1473,4.2,,,,
Career,2.3,,39,,,,,,,,,,3,,Curtis Pulley,,64,,60.9,0,280,4.4,curtis-pulley-1,95,24,QB,,88.3,1,220,9.6,23,72,3,273,3.8,4,,,Career,,,Kentucky,,4,,,493,5.2,,,,
Career,,0.0,,0.0,0.0,0.0,0.0,,,6-3,0.0,0.0,,0.0,Joe Brown,,,0.0,,,,,joe-brown-1,65,12,TE,0.0,,1,208,7.7,27,38.0,1.0,110.0,2.9,2,0.0,,Career,2.0,0.0,Colorado State,2.0,2,,220,318,4.9,,0.0,,
Career,8.1,,31,,,,,,,,,,1,,Blake Field,,51,,60.8,4,376,7.4,blake-field-1,5,,QB,,144.7,,,,,5.0,0.0,3.0,0.6,0,,,Career,,,Auburn,,,,,3,0.6,,,,
Career,,,,,,,,,,5-11,,,,,Parker Wilson,,,,,,,,parker-wilson-1,65,,FB,,,0,0,,0,65,0,319,4.9,0,,,Career,,,Air Force,,,,230,319,4.9,,,,
Career,6.2,0.0,473,,,,,,,,,,34,,Casey Dick,,850,,55.6,47,5856,6.9,casey-dick-1,109,26,QB,,123.8,1.0,1.0,0.3,4.0,105,3,-233,-2.2,4,0.0,,Career,1.0,0.0,Arkansas,1.0,4,1.0,,-232,-2.1,,,,
Career,-0.4,,6,,,,,,,,,,2,,Alex Mortensen,,17,,35.3,1,63,3.7,alex-mortensen-1,2,,QB,,62.3,,,,,2,0,-17,-8.5,0,,,Career,,,Arkansas,,,,,-17,-8.5,,,,
Career,,4.0,,,,,,,,,,,,,Brett Morgan,,,,,,,,brett-morgan-1,2,,QB,,,,,,,2.0,0.0,-14.0,-7.0,0,0.0,,Career,3.0,0.0,Mississippi State,7.0,,,,-14,-7.0,,,,
Career,2.7,0.0,61,,,,,,,,,,8,,Travis Hewitt,,124,,49.2,1,675,5.4,travis-hewitt-1,63,30,QB,,84.7,,,,,63,5,60,1.0,5,0.0,,Career,1.0,0.0,Arkansas State,1.0,5,,,60,1.0,,,,
Career,5.2,2.0,352,,,,,,,,,,26,,Michael Desormeaux,,615,,57.2,23,3893,6.3,michael-desormeaux-1,449,98,QB,,114.3,0.0,52.0,8.7,6.0,443,16,2843,6.4,16,0.0,,Career,3.0,0.0,Louisiana,5.0,16,1.0,,2895,6.4,,,,
Career,5.8,0.0,509,,,,,,,,,,32,,Kinsmon Lancaster,,881,,57.8,38,5749,6.5,kinsmon-lancaster-1,416,68,QB,,119.6,0.0,59.0,5.4,11.0,405,11,1557,3.8,11,0.0,,Career,3.0,0.0,Louisiana-Monroe,3.0,11,1.0,,1616,3.9,,,,
Career,4.9,1.0,434,0.0,0.0,,0.0,0.0,,,0.0,0.0,25,0.0,Josh Padrick,0.0,754,,57.6,18,4475,5.9,josh-padrick-1,97,24,QB,0.0,108.7,0,-1,-1.0,1,96,4,-134,-1.4,4,0.0,0.0,Career,0.0,0.0,Florida International,1.0,4,0.0,,-135,-1.4,0.0,0.0,,
Career,6.1,0,11,,,0,0,0,,,,,1,,Tavares Kendrick,,18,0,61.1,1,134,7.4,tavares-kendrick-1,3,,QB,,130.9,0,0,,0,3,0,3,1.0,0,0.0,,Career,1,0.0,Florida International,1,,,,3,1.0,0,,,
